timestamp,gaze_x,gaze_y,confidence
1741838259.8629797,0.2546875,0.9481481481481482,0.05333333333333334
1741838259.9783564,0.25833333333333336,0.8925925925925926,1.0
1741838260.0744793,0.2682291666666667,0.8694444444444445,0.8666666666666667
1741838260.1753402,0.2755208333333333,0.8666666666666667,0.37
1741838260.2781246,0.24322916666666666,0.937037037037037,1.0
1741838260.3765404,0.5354166666666667,0.9731481481481481,0.8
1741838260.579117,0.47239583333333335,0.9592592592592593,1.0
1741838260.692616,0.4859375,0.9685185185185186,1.0
1741838260.8086,0.4953125,0.9638888888888889,1.0
1741838260.9295554,0.5020833333333333,0.9675925925925926,1.0
1741838261.0249836,0.5072916666666667,0.9675925925925926,1.0
1741838261.1250217,0.5114583333333333,0.9694444444444444,1.0
1741838261.5204606,0.590625,0.9787037037037037,0.12
1741838261.6216564,0.584375,0.975925925925926,0.5033333333333333
1741838261.7056086,0.5807291666666666,0.9898148148148148,0.27666666666666667
1741838261.8073802,0.5770833333333333,0.9851851851851852,0.41
1741838261.9088805,0.5734375,0.975,0.6666666666666666
1741838262.1054184,0.5677083333333334,0.9768518518518519,0.16
1741838262.1917293,0.5651041666666666,0.9777777777777777,0.2
1741838262.2901409,0.4708333333333333,0.9324074074074075,0.6433333333333333
1741838262.3909569,0.45729166666666665,0.6675925925925926,0.9666666666666667
1741838262.4929047,0.39947916666666666,0.6638888888888889,1.0
1741838262.5907488,0.32447916666666665,0.6574074074074074,0.2733333333333333
1741838262.6918514,0.27291666666666664,0.6675925925925926,0.19
1741838262.8930347,0.3541666666666667,0.6481481481481481,1.0
1741838262.9877152,0.34791666666666665,0.6453703703703704,1.0
1741838263.0872402,0.3453125,0.6333333333333333,1.0
1741838263.489824,0.26875,0.6648148148148149,0.10666666666666667
1741838264.2037609,0.33489583333333334,0.775,1.0
1741838264.4053087,0.28072916666666664,0.6990740740740741,0.5466666666666666
1741838264.5042038,0.2635416666666667,0.6916666666666667,0.7666666666666667
1741838264.6565127,0.2796875,0.7953703703703704,0.59
1741838265.9976034,0.5984375,0.8453703703703703,0.05333333333333334
