raw_timestamp,map,game_round,event_type,event_details
1742105720355,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5569452, 'x': 279, 'y': 327, 'width': 84, 'height': 100, 'box_area': 8400, 'center_x': 321.0, 'center_y': 377.0, 'diff_height': -4.0, 'position_of_object': [279, 327, 84, 100]}"
1742105720355,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.84636784, 'x': 287, 'y': 326, 'width': 59, 'height': 100, 'box_area': 5900, 'center_x': 316.5, 'center_y': 376.0, 'diff_height': 0.0, 'position_of_object': [287, 326, 59, 100]}"
1742105720355,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.7602967, 'x': 284, 'y': 329, 'width': 73, 'height': 99, 'box_area': 7227, 'center_x': 320.5, 'center_y': 378.5, 'diff_height': -1.0, 'position_of_object': [284, 329, 73, 99]}"
1742105720372,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.50029945, 'x': 278, 'y': 326, 'width': 86, 'height': 100, 'box_area': 8600, 'center_x': 321.0, 'center_y': 376.0, 'diff_height': 1.0, 'position_of_object': [278, 326, 86, 100]}"
1742105720372,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.8377545, 'x': 286, 'y': 327, 'width': 61, 'height': 95, 'box_area': 5795, 'center_x': 316.5, 'center_y': 374.5, 'diff_height': -5.0, 'position_of_object': [286, 327, 61, 95]}"
1742105720372,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.70814306, 'x': 285, 'y': 328, 'width': 74, 'height': 100, 'box_area': 7400, 'center_x': 322.0, 'center_y': 378.0, 'diff_height': 5.0, 'position_of_object': [285, 328, 74, 100]}"
1742105720389,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.60957116, 'x': 277, 'y': 325, 'width': 86, 'height': 97, 'box_area': 8342, 'center_x': 320.0, 'center_y': 373.5, 'diff_height': -3.0, 'position_of_object': [277, 325, 86, 97]}"
1742105720389,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.91455156, 'x': 286, 'y': 328, 'width': 60, 'height': 94, 'box_area': 5640, 'center_x': 316.0, 'center_y': 375.0, 'diff_height': -3.0, 'position_of_object': [286, 328, 60, 94]}"
1742105720389,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5658029, 'x': 285, 'y': 327, 'width': 73, 'height': 103, 'box_area': 7519, 'center_x': 321.5, 'center_y': 378.5, 'diff_height': 9.0, 'position_of_object': [285, 327, 73, 103]}"
1742105720406,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.61410755, 'x': 277, 'y': 327, 'width': 87, 'height': 95, 'box_area': 8265, 'center_x': 320.5, 'center_y': 374.5, 'diff_height': -8.0, 'position_of_object': [277, 327, 87, 95]}"
