player_ip,timestamp,yolo_obj,confidence,position_of_object
172.19.113.65,1742105720355,armour,0.84636784,"[287, 326, 59, 100]"
172.19.113.65,1742105720355,armour,0.7602967,"[284, 329, 73, 99]"
172.19.113.65,1742105720372,armour,0.50029945,"[278, 326, 86, 100]"
172.19.113.65,1742105720372,armour,0.8377545,"[286, 327, 61, 95]"
172.19.113.65,1742105720372,armour,0.70814306,"[285, 328, 74, 100]"
172.19.113.65,1742105720389,armour,0.60957116,"[277, 325, 86, 97]"
172.19.113.65,1742105720389,armour,0.91455156,"[286, 328, 60, 94]"
172.19.113.65,1742105720389,armour,0.5658029,"[285, 327, 73, 103]"
172.19.113.65,1742105720406,armour,0.61410755,"[277, 327, 87, 95]"
172.19.113.65,1742105720406,armour,0.9229645,"[286, 329, 58, 93]"
