raw_timestamp,map,game_round,event_type,event_details
1742106189.068124,kaos2,2,NewGameRound,{'latency': 200}
1742106232.925479,kaos2,3,NewGameRound,{'latency': 200}
1742106238.202948,kaos2,3,item,"{'latency': 200, 'item_category': 'Weapon', 'item': 'weapon_rocketlauncher', 'player_id': 'player_0', 'player_ip': 'Player_172.19.113.65', 'weapon_inventory': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1}, 'weapon_num': 2, 'total_armor_picked': 0, 'armor_picked': {}, 'total_health_picked': 0, 'health_picked': {}, 'latency_map': '{}', 'log_line': '1742106238.202948: Item: 0 weapon_rocketlauncher'}"
1742106246.863605,aggressor,4,NewGameRound,{'latency': 200}
1742106251.303109,aggressor,4,item,"{'latency': 200, 'item_category': 'Weapon', 'item': 'weapon_shotgun', 'player_id': 'player_0', 'player_ip': 'Player_172.19.113.65', 'weapon_inventory': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_shotgun': 1}, 'weapon_num': 3, 'total_armor_picked': 0, 'armor_picked': {}, 'total_health_picked': 0, 'health_picked': {}, 'latency_map': '{}', 'log_line': '1742106251.303109: Item: 0 weapon_shotgun'}"
1742106253.953192,aggressor,4,kill,"{'latency': 200, 'killer_id': '0', 'victim_id': '2', 'weapon_id': '1', 'killer_ip': 'Player_172.19.113.65', 'victim_ip': 'Arachna', 'player_id': '0', 'player_ip': 'Player_172.19.113.65', 'weapon': 'MOD_SHOTGUN', 'kills': 1, 'deaths': '0', 'kill_dict': ""{'Player_172.19.113.65': 1}"", 'death_dict': ""{'Player_172.19.113.65': 0}"", 'log_line': '1742106253.953192: Kill: 0 2 1: Player_172.19.113.65 killed Arachna by MOD_SHOTGUN'}"
1742106254.953075,aggressor,4,score,"{'latency': 200, 'player_id': '0', 'player_ip': 'Player_172.19.113.65', 'points': '1', 'log_line': '1742106254.953075: PlayerScore: 0 1: Player_172.19.113.65 now has 1 points'}"
1742106254.953198,aggressor,4,item,"{'latency': 200, 'item_category': 'Weapon', 'item': 'weapon_rocketlauncher', 'player_id': 'player_0', 'player_ip': 'Player_172.19.113.65', 'weapon_inventory': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 2, 'weapon_shotgun': 1}, 'weapon_num': 3, 'total_armor_picked': 0, 'armor_picked': {}, 'total_health_picked': 0, 'health_picked': {}, 'latency_map': '{}', 'log_line': '1742106254.953198: Item: 0 weapon_rocketlauncher'}"
1742106258.002793,aggressor,4,item,"{'latency': 200, 'item_category': 'Armor', 'item': 'item_armor_shard', 'player_id': 'player_0', 'player_ip': 'Player_172.19.113.65', 'weapon_inventory': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 2, 'weapon_shotgun': 1}, 'weapon_num': 3, 'total_armor_picked': 5, 'armor_picked': {'item_armor_shard': 1}, 'total_health_picked': 0, 'health_picked': {}, 'latency_map': '{}', 'log_line': '1742106258.002793: Item: 0 item_armor_shard'}"
1742106258.927155,aggressor,4,item,"{'latency': 200, 'item_category': 'Armor', 'item': 'item_armor_shard', 'player_id': 'player_0', 'player_ip': 'Player_172.19.113.65', 'weapon_inventory': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 2, 'weapon_shotgun': 1}, 'weapon_num': 3, 'total_armor_picked': 10, 'armor_picked': {'item_armor_shard': 2}, 'total_health_picked': 0, 'health_picked': {}, 'latency_map': '{}', 'log_line': '1742106258.927155: Item: 0 item_armor_shard'}"
1742106273.453037,aggressor,4,item,"{'latency': 200, 'item_category': 'Armor', 'item': 'item_armor_combat', 'player_id': 'player_0', 'player_ip': 'Player_172.19.113.65', 'weapon_inventory': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 2, 'weapon_shotgun': 1}, 'weapon_num': 3, 'total_armor_picked': 10, 'armor_picked': {'item_armor_shard': 2, 'item_armor_combat': 1}, 'total_health_picked': 0, 'health_picked': {}, 'latency_map': '{}', 'log_line': '1742106273.453037: Item: 0 item_armor_combat'}"
1742106278.852516,aggressor,4,kill,"{'latency': 200, 'killer_id': '0', 'victim_id': '4', 'weapon_id': '1', 'killer_ip': 'Player_172.19.113.65', 'victim_ip': 'Sarge', 'player_id': '0', 'player_ip': 'Player_172.19.113.65', 'weapon': 'MOD_SHOTGUN', 'kills': 2, 'deaths': '0', 'kill_dict': ""{'Player_172.19.113.65': 2}"", 'death_dict': ""{'Player_172.19.113.65': 0}"", 'log_line': '1742106278.852516: Kill: 0 4 1: Player_172.19.113.65 killed Sarge by MOD_SHOTGUN'}"
1742106279.321692,aggressor,4,score,"{'latency': 200, 'player_id': '0', 'player_ip': 'Player_172.19.113.65', 'points': '2', 'log_line': '1742106279.321692: PlayerScore: 0 2: Player_172.19.113.65 now has 2 points'}"
