timestamp,player_ammo,player_health,player_armor,game_round,map,player_sight_event,detected_entities,suicide_event,kill_event,score_event,killed_event,itemPicked_event,itemLost_event,newGameRound_event,player_inventory,log_line
2025-03-16 17:16:34,0,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:34.009000ms: enemy at (347.5, 305.5); at 2025-03-16 17:16:34.176000ms: enemy at (273.5, 335.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:35,0,100,19,4.0,aggressor,,(),,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:36,0,100,19,4.0,aggressor,,(),,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:37,0,100,19,4.0,aggressor,,(),,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:38,0,100,19,4.0,aggressor,,(),,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:39,0,100,19,4.0,aggressor,,(),,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:40,0,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:40.989000ms: enemy at (570.0, 243.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:41,0,100,1,4.0,aggressor,"Player saw at 2025-03-16 17:16:41.009000ms: enemy at (570.0, 243.5); at 2025-03-16 17:16:41.087000ms: enemy at (570.0, 243.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:42,0,0,0,4.0,aggressor,,(),,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 1, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 1, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:43,0,0,0,4.0,aggressor,"Player saw at 2025-03-16 17:16:43.898000ms: health at (334.5, 321.5); at 2025-03-16 17:16:43.986000ms: health at (344.0, 324.5)","(""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"")",,,,,Player_172.19.113.65 picked up Weapon type: weapon_lightning,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105803.465257: Item: 0 weapon_lightning
2025-03-16 17:16:44,8,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:44.003000ms: health at (344.0, 324.5)","(""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"")",,,,,Player_172.19.113.65 picked up Weapon type: weapon_grenadelauncher,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105804.815063: Item: 0 weapon_grenadelauncher
2025-03-16 17:16:45,8,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:45.065000ms: health at (42.5, 375.0)","(""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:46,8,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:46.011000ms: health at (340.5, 300.0); at 2025-03-16 17:16:46.983000ms: health at (332.5, 324.5)","(""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:47,8,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:47.002000ms: health at (345.0, 322.5); at 2025-03-16 17:16:47.228000ms: health at (432.5, 286.5)","(""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 1, 'weapon': 0, 'enemy': 0}"")",,,,,Player_172.19.113.65 picked up Ammo type: ammo_rockets,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105807.736029: Item: 0 ammo_rockets
2025-03-16 17:16:48,8,100,19,4.0,aggressor,,(),,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:49,8,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:49.761000ms: weapon at (307.0, 250.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"")",,"Player_172.19.113.65 killed enemy Sarge by MOD_GRENADE, player currently has 6 kills and 0 deaths",,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105809.865176: Kill: 0 4 4: Player_172.19.113.65 killed Sarge by MOD_GRENADE
2025-03-16 17:16:50,8,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:50.010000ms: health at (437.5, 139.0), weapon at (307.0, 247.5), armour at (358.5, 248.5)","(""{'armour': 1, 'ammo': 0, 'health': 1, 'weapon': 1, 'enemy': 0}"", ""{'armour': 1, 'ammo': 0, 'health': 1, 'weapon': 1, 'enemy': 0}"")",,,Player_172.19.113.65 score updated to 6,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105810.915256: PlayerScore: 0 6: Player_172.19.113.65 now has 6 points
2025-03-16 17:16:51,8,100,19,4.0,aggressor,"Player saw at 2025-03-16 17:16:51.014000ms: weapon at (265.5, 266.0), armour at (403.0, 267.0); at 2025-03-16 17:16:51.805000ms: weapon at (211.0, 345.5)","(""{'armour': 1, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 1}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:52,100,100,69,4.0,aggressor,,(),,,,,Player_172.19.113.65 picked up Weapon type: weapon_grenadelauncher,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105812.315132: Item: 0 weapon_grenadelauncher
2025-03-16 17:16:53,100,100,69,4.0,aggressor,"Player saw at 2025-03-16 17:16:53.747000ms: ammo at (296.5, 207.0)","(""{'armour': 0, 'ammo': 1, 'health': 0, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 1, 'health': 0, 'weapon': 0, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:54,100,100,69,4.0,aggressor,"Player saw at 2025-03-16 17:16:54.013000ms: ammo at (282.0, 173.5)","(""{'armour': 0, 'ammo': 1, 'health': 0, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 1, 'health': 0, 'weapon': 0, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:55,100,100,69,4.0,aggressor,"Player saw at 2025-03-16 17:16:55.002000ms: ammo at (336.5, 228.0)","(""{'armour': 0, 'ammo': 1, 'health': 0, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 1, 'health': 0, 'weapon': 0, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:56,10,100,69,4.0,aggressor,"Player saw at 2025-03-16 17:16:56.008000ms: ammo at (236.5, 215.0), ammo at (236.5, 215.0)","(""{'armour': 0, 'ammo': 1, 'health': 1, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 1, 'health': 1, 'weapon': 0, 'enemy': 0}"")",,"Player_172.19.113.65 killed enemy Major by MOD_GRENADE_SPLASH, player currently has 7 kills and 0 deaths",,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105816.215132: Kill: 0 3 5: Player_172.19.113.65 killed Major by MOD_GRENADE_SPLASH
2025-03-16 17:16:57,10,100,69,4.0,aggressor,"Player saw at 2025-03-16 17:16:57.016000ms: ammo at (334.0, 254.0); at 2025-03-16 17:16:57.103000ms: ammo at (265.0, 319.5)","(""{'armour': 0, 'ammo': 1, 'health': 0, 'weapon': 0, 'enemy': 0}"", ""{'armour': 0, 'ammo': 1, 'health': 0, 'weapon': 0, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:16:58,5,100,69,4.0,aggressor,"Player saw at 2025-03-16 17:16:58.439000ms: enemy at (620.0, 175.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,Player_172.19.113.65 score updated to 7,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105818.215143: PlayerScore: 0 7: Player_172.19.113.65 now has 7 points
2025-03-16 17:16:59,9,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:16:59.006000ms: enemy at (350.5, 268.5), enemy at (52.0, 315.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 2}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 2}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:00,8,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:00.079000ms: enemy at (357.5, 209.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:01,17,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:01.009000ms: enemy at (295.5, 400.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 2, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:02,16,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:02.016000ms: enemy at (277.0, 244.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,Player_172.19.113.65 picked up Armor type: item_armor_combat,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105822.815148: Item: 0 item_armor_combat
2025-03-16 17:17:03,15,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:03.017000ms: weapon at (613.5, 236.0)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:04,14,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:04.007000ms: enemy at (327.0, 345.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 2, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:05,13,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:05.014000ms: weapon at (437.0, 193.0)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"")",,,,,Player_172.19.113.65 picked up Weapon type: weapon_shotgun,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105825.364763: Item: 0 weapon_shotgun
2025-03-16 17:17:06,12,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:06.011000ms: weapon at (480.0, 289.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:07,11,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:07.003000ms: enemy at (253.5, 307.0)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:08,11,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:08.003000ms: weapon at (212.0, 298.0)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:09,5,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:09ms: enemy at (180.0, 27.5), weapon at (206.0, 248.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:10,4,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:10.563000ms: armour at (388.0, 232.0); at 2025-03-16 17:17:10.987000ms: armour at (293.0, 250.5)","(""{'armour': 1, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 0}"", ""{'armour': 1, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 0}"")",,"Player_172.19.113.65 killed enemy Arachna by MOD_SHOTGUN, player currently has 8 kills and 0 deaths",,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105830.166173: Kill: 0 2 1: Player_172.19.113.65 killed Arachna by MOD_SHOTGUN
2025-03-16 17:17:11,4,93,54,4.0,aggressor,"Player saw at 2025-03-16 17:17:11.003000ms: armour at (293.5, 253.0); at 2025-03-16 17:17:11.874000ms: armour at (331.0, 339.5)","(""{'armour': 1, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 0}"", ""{'armour': 1, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 0}"")",,,Player_172.19.113.65 score updated to 8,,Player_172.19.113.65 picked up Weapon type: weapon_railgun,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2, 'weapon_railgun': 1}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105831.734976: PlayerScore: 0 8: Player_172.19.113.65 now has 8 points
2025-03-16 17:17:12,4,93,103,4.0,aggressor,,(),,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 2, 'weapon_railgun': 1}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",
2025-03-16 17:17:13,4,93,102,4.0,aggressor,,(),,,,,Player_172.19.113.65 picked up Weapon type: weapon_grenadelauncher,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 3, 'weapon_railgun': 1}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 4}, 'health': {'item_health': 1}}",1742105833.814709: Item: 0 weapon_grenadelauncher
2025-03-16 17:17:14,4,93,101,4.0,aggressor,"Player saw at 2025-03-16 17:17:14.246000ms: weapon at (38.0, 341.0); at 2025-03-16 17:17:14.992000ms: enemy at (179.5, 189.5)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 0}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 1}"")",,,,,Player_172.19.113.65 picked up Armor type: item_armor_shard,,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 3, 'weapon_railgun': 1}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 5}, 'health': {'item_health': 1}}",1742105834.164815: Item: 0 item_armor_shard
2025-03-16 17:17:15,4,93,100,4.0,aggressor,"Player saw at 2025-03-16 17:17:15.008000ms: weapon at (455.5, 73.5), enemy at (189.0, 174.0)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 1, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 3, 'weapon_railgun': 1}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 5}, 'health': {'item_health': 1}}",
2025-03-16 17:17:16,3,93,100,4.0,aggressor,"Player saw at 2025-03-16 17:17:16.010000ms: enemy at (236.0, 330.0); at 2025-03-16 17:17:16.218000ms: enemy at (203.5, 293.0)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 3, 'weapon_railgun': 1}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 5}, 'health': {'item_health': 1}}",
2025-03-16 17:17:17,10,93,100,4.0,aggressor,"Player saw at 2025-03-16 17:17:17.832000ms: enemy at (264.0, 229.5); at 2025-03-16 17:17:17.999000ms: enemy at (175.5, 268.0)","(""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"", ""{'armour': 0, 'ammo': 0, 'health': 0, 'weapon': 0, 'enemy': 1}"")",,,,,[],,,"{'weapon': {'weapon_machinegun': 1, 'weapon_rocketlauncher': 1, 'weapon_lightning': 2, 'weapon_shotgun': 3, 'weapon_plasmagun': 1, 'weapon_grenadelauncher': 3, 'weapon_railgun': 1}, 'armor': {'item_armor_combat': 3, 'item_armor_shard': 5}, 'health': {'item_health': 1}}",
